lax.zc,lay.zc,laz.zc,hax.zc,hay.zc,haz.zc,lmag.zc,hmag.zc,lpc1.zc,lpc2.zc,lpc3.zc,hpc1.zc,hpc2.zc,hpc3.zc,lax.p2p,lay.p2p,laz.p2p,hax.p2p,hay.p2p,haz.p2p,lmag.p2p,hmag.p2p,lpc1.p2p,lpc2.p2p,lpc3.p2p,hpc1.p2p,hpc2.p2p,hpc3.p2p,lax.rms,lay.rms,laz.rms,hax.rms,hay.rms,haz.rms,lmag.rms,hmag.rms,lpc1.rms,lpc2.rms,lpc3.rms,hpc1.rms,hpc2.rms,hpc3.rms,lax.kurt,lay.kurt,laz.kurt,hax.kurt,hay.kurt,haz.kurt,lmag.kurt,hmag.kurt,lpc1.kurt,lpc2.kurt,lpc3.kurt,hpc1.kurt,hpc2.kurt,hpc3.kurt,lax.skew,lay.skew,laz.skew,hax.skew,hay.skew,haz.skew,lmag.skew,hmag.skew,lpc1.skew,lpc2.skew,lpc3.skew,hpc1.skew,hpc2.skew,hpc3.skew,lax.cf,lay.cf,laz.cf,hax.cf,hay.cf,haz.cf,lmag.cf,hmag.cf,lpc1.cf,lpc2.cf,lpc3.cf,hpc1.cf,hpc2.cf,hpc3.cf,lax.vrms,lay.vrms,laz.vrms,hax.vrms,hay.vrms,haz.vrms,lmag.vrms,hmag.vrms,lpc1.vrms,lpc2.vrms,lpc3.vrms,hpc1.vrms,hpc2.vrms,hpc3.vrms,lax.ent,lay.ent,laz.ent,hax.ent,hay.ent,haz.ent,lmag.ent,hmag.ent,lpc1.ent,lpc2.ent,lpc3.ent,hpc1.ent,hpc2.ent,hpc3.ent,label
16.0,42.0,26.0,218.0,222.0,198.0,20.0,197.0,16.0,43.0,28.0,220.0,207.0,211.0,378.93137247652544,251.676820687479,456.9493064615026,159.52803053237926,191.89397301489544,290.45388695320617,345.5627250454413,205.92941196322454,6.395566305000585,5.402484161815634,2.7661403975019456,2.9883915835127244,4.38065602611293,2.4849683996966956,72.33130122661214,34.68483314144919,97.86936980985239,12.50109794347436,14.704008101929166,18.17925081669995,77.60907182220342,15.458328779577514,1.3869443295948867,0.7292612036034611,0.5565672693734607,0.2423465849100721,0.34748103689011284,0.18083076233215922,4.952740342170926,2.974561287486722,2.7408033156373435,8.480630395415957,13.398926550756407,26.590361929082327,2.426290754223931,12.803105693370773,5.327962695018417,5.028071121099572,-0.24417029866519568,10.452544706754422,12.766595896778616,11.428658003221638,2.1968460798829956,-0.5641280954920307,1.7701472190077632,0.19523726657701262,-0.18520530651725026,0.1952005666043638,1.8019295761870364,0.02767554888092691,2.508920957758389,1.5214889916739223,0.12430785281903871,0.6937294723015376,-0.05481249916147615,0.13647350793254398,3.6726115654369176,3.784952143677393,3.2504902392430135,6.849176754821298,5.881537581337229,9.056345156852792,3.0825014007069433,6.585916899522451,3.6132786298546518,5.341096817715026,2.8357446596939084,6.753389960431439,5.749746940122743,6.92197902813877,83.2462796101206,17.987622603273945,151.96582184864164,0.21829503978876985,0.2563982652832661,0.3381114144620063,119.92321299781537,0.2881690211634717,1.7685775608503147,0.7495154527701983,0.3701557365099573,0.00412577175481812,0.006183483251992693,0.0032666167043349484,1.60014616998067,1.6089834474175908,1.7082486365181104,1.1383758558583053,0.9217813924210968,0.7512448225331994,1.7158608308957273,1.0768403709606194,1.3855800487894432,1.6225519866554885,2.0666946125875882,1.0253780184141932,0.9767754382158425,1.0726155245376452,1.0
61.0,44.0,21.0,284.0,288.0,263.0,20.0,274.0,24.0,57.0,52.0,272.0,284.0,289.0,40.9295160846973,46.52272567035698,55.249726878465026,27.642172286671894,50.43699679511019,59.60415055819408,57.23194018293134,43.79976141410043,7.213126523037321,7.910715598773521,4.316685935510161,6.915024422460698,5.340827384793986,7.939905756085233,3.952313631606737,4.747558356944244,10.101013223254759,3.306218959900904,3.5128315186727157,4.842411344255454,7.893791563243195,4.027122573461954,1.0677423054132524,0.7598737953343697,0.5227956450282445,0.5206692498552723,0.6351121329260717,0.49671546822597296,9.582929721338033,10.431975152213617,6.078727760318131,2.269598155029535,17.635383167494957,10.50695487287741,5.747005245863086,7.602628047494175,7.68799029579375,9.63500050944267,11.68956022313007,9.867956676888065,2.3699539659934192,17.089568571783246,0.11040296362388713,-2.27594859599839,-2.5423757367604356,0.060266499354529296,1.5615725610770845,0.4262917108146056,-2.3143749666800604,-0.033846530519820464,2.714667846347294,-0.0033367488880423073,2.8811918966932817,-0.70328077544638,0.0543528330441844,0.27534521029137077,5.111732178973976,3.971987039118309,1.0603660257890333,4.264398067333516,9.609358630023978,7.293769553077238,2.655316555540512,4.7833712382322675,4.981273083548279,5.113716832722176,5.83621212451193,5.618016836955963,4.298173967322311,7.671714755224535,1.0870714933919077,6.028006317456177,19.488735588564467,0.06735402328849137,0.3020417244389374,0.1314609552609825,14.324061787536458,0.23902023604165032,1.922282392531356,0.22278842490266965,0.5318578987072956,0.04163975039305282,0.012984918756424763,0.02922550578880354,1.224105641026526,1.107653691528145,1.2867962788335103,1.577701562917381,1.0341007656903922,1.1060247454597536,1.2295314127312977,1.212765764185559,1.2625508856359287,1.2243262884119697,1.253128239247071,1.145683476179803,1.5668190929788524,0.9400941196783804,1.0
63.0,74.0,65.0,313.0,284.0,270.0,60.0,269.0,56.0,65.0,57.0,275.0,303.0,284.0,8.582469593529595,7.591246636030974,11.28771923311615,15.8424470965806,15.029618679090618,18.962064460696865,9.68703484120897,19.520114184389058,3.7381646882841597,2.723552515822064,2.3230946669807047,6.098274221192977,5.817040091835917,4.9161354963668,1.4392689908920522,1.397468038162564,1.924092841178044,2.507257839380826,2.32475519216505,2.9786292839413235,1.7399096523353759,2.562679064037394,0.5911532879213136,0.49137800861147335,0.4349498715067044,0.8385148945634462,0.8595333053939049,0.8229160226120428,-0.12153349453252105,-0.08728619986300679,0.34726975266205873,0.19809556544124263,0.23678364021263443,0.3318153496942098,0.058028315521218676,0.8653099380654234,0.21998734127575048,-0.2487240062747209,-0.0001826094250443333,0.36415793298506216,0.24446859352392458,0.22211901746301654,0.10351670091198466,0.05458486020802249,-0.037393844421197114,-0.044158560298436296,-0.11496818751230233,0.09499714537824691,-0.07667396052477939,0.11338705311252123,-0.034853969833197454,0.26575621937889354,0.11547167931248352,0.12612993233317707,-0.10271740866950663,-0.14674576119397825,3.1476394959592278,2.870151770002676,3.122619965442919,3.066497051198147,2.859555664788762,3.317333396018788,2.618777804787574,4.146401735168697,3.272587079690294,3.1373152382760425,2.741096122868702,4.075374025047283,3.3487002976442417,2.600485659525932,1.0781707894749022,0.42872486433192863,1.303473558812857,0.035760139740371615,0.055972568010969254,0.049289910806352664,1.1003544215156138,0.04735108296252398,0.26794838753930367,0.39051400566841676,0.25590818994475845,0.016055771479392283,0.013463128962959859,0.017471168762082413,1.942794297696188,2.0314267767146488,1.9196363636813196,1.8733924376696154,1.8751122461633938,1.8833996916156102,1.9867746908890624,1.6843477236674806,1.8819731331427048,1.996949467671705,2.034719095807703,1.747079438937088,1.8198389210925223,1.9335339281538624,1.0
5.0,29.0,50.0,289.0,293.0,289.0,3.0,312.0,1.0,44.0,51.0,300.0,289.0,293.0,27.704789535038344,16.831033560447395,45.690844612689034,20.120399260977365,19.659617578923644,43.805979790087804,30.324329585051146,30.19638133472563,4.200637644825163,8.108354715459319,3.232243106397954,4.388219442684682,6.7070812937458815,4.256625677467882,7.569197632532979,2.698214187648884,4.750854378995955,2.5819186652949266,2.6001691477044053,3.496533490052449,6.295552772504709,2.8359291861103295,1.0844702332505958,0.765308564697988,0.5192853347206118,0.5344890167619761,0.5926584612730333,0.5300207467174244,-0.9114197364910543,2.294514350177007,21.352971815974723,0.8006539974399258,1.0236256379145026,7.2614182749025105,0.07059369568468421,4.287642927264968,-0.7951499961406059,21.18532965466138,0.9813297517593131,1.218798443226989,4.980094420677285,1.2084091193627264,-0.8980949562731864,-1.2605125981340648,-3.9201795884831845,-0.13253645599304031,0.17790778375227295,-0.5351001111050875,-1.015948144918641,-0.4229007955046397,0.8138186000528054,3.514925272560686,0.2644317335807841,-0.10102688118115959,0.27483825788596977,-0.247530560097489,1.1784979583544635,1.8252295885301733,1.9293657844391514,4.101837262176838,4.134354293242058,5.412838704524179,1.2417877195869913,4.01851638192847,2.543101491522534,7.843078863789831,4.017318172812815,4.136230730945792,6.234317172783764,3.9576954212928706,19.942226058583675,5.464998643527325,5.250910359090485,0.04392206422295655,0.04073457504082903,0.061922992682144656,16.53669687369838,0.04409996090998343,2.8805967132741888,0.43411254155369927,0.7483859824143628,0.007871441687554817,0.010376453216214911,0.009139035089993437,1.6817519004455566,1.7878256628707245,1.0449560890499368,1.6810468980958388,1.7144779391509328,1.174742684453312,1.702849113032725,1.3731703350233977,1.9022946471674964,1.0853625821002875,1.8300338199150594,1.6308940380192092,1.2695220517583854,1.644492048575156,1.0
59.0,59.0,61.0,291.0,302.0,284.0,60.0,316.0,56.0,65.0,62.0,285.0,290.0,316.0,14.716562209977837,11.930165157748888,30.79054614546544,14.643544394404671,15.055298452657553,24.658734610552983,13.111102621377995,19.439514227263317,6.033052858554213,4.992891461319159,4.583554245158863,5.687507317730991,5.2298564700781345,5.4252817005737075,1.9439015264430144,1.669942730036881,2.650424494693617,2.505486262776504,2.3621499132220762,3.0682154704528175,1.921254019131785,2.588075737003285,0.6601712055197883,0.5843061963360755,0.5663676737670951,0.7607217023663677,0.8105229018531016,0.7554805161827739,1.7994222582456585,1.9924751684238569,10.460583119318928,-0.17604574690882036,-0.044809519399558795,1.2318435533128271,1.3737649708109032,0.530045594640796,9.124989346914205,3.2867169078560883,2.6888393618646873,0.5262268457438237,0.008828118482529401,0.40037517746549023,0.1582093992948105,0.347262450501326,-1.0477068373025145,0.1728548163989724,0.00010829533933729675,0.06447347708182317,0.47224773934037845,-0.01314972467190363,1.6711416844592386,0.06955772710313374,0.5487844244560749,-0.059997932741328565,0.092373003153295,0.0049778643896976355,3.6817376520444984,4.234969557335837,4.959565634734279,3.282215509303007,2.9427814081270696,4.116796653034694,3.9920987993412624,3.3516328402589215,6.494454439977867,3.996346123899767,4.835898208587815,3.7855033917413135,3.0737731283857177,3.1138602972434164,1.2860743213833994,0.589118631714551,2.266776091328579,0.0648872992680907,0.04675043779945784,0.051639086056815185,0.8300126157644955,0.0379335190312493,0.6471947059226877,0.17948774002112736,0.2117349697543651,0.017751530132969387,0.018755321064003374,0.012283226315646628,1.6722192085680196,1.7299605560326146,1.1907969549914843,1.9504773620485993,1.8884857668540185,1.6357232975374627,1.7768519780215355,1.7232011819875928,1.4115495646909366,1.5194068486418215,1.6018942309886166,1.726253727203784,1.8707153296237284,1.7540652883745889,1.0
54.0,58.0,53.0,299.0,282.0,256.0,56.0,288.0,55.0,62.0,68.0,273.0,290.0,287.0,10.596991223255372,13.865941824152287,14.17774955591426,24.637756994655092,15.645215369702328,31.598996457133353,13.700326505407702,18.50667479345566,3.1596307411980336,4.681866527948937,3.721429759065437,7.534152416146325,5.076339756476401,4.2222977494016565,1.8751233346364973,1.8209679092610134,2.1074116738481448,2.661547300594634,2.3976806339807077,3.613870829880086,1.9787669000401114,2.6909227883908375,0.5745542681043769,0.6126315861466188,0.4674078663939841,0.8755148372200777,0.7880787025722097,0.7724443335076135,0.18925858731336787,2.0653682191358698,0.8252174051666086,2.1609024673171806,0.24725033756856307,1.700341791683278,1.4617217500407884,0.5011139261893218,0.2686655279863235,2.1548265107913807,1.9341432540252512,3.139964299288705,0.20915131332143222,-0.16164124086173937,0.2746788243395231,-0.05321363186729371,0.14625121570400867,0.16548516885411038,0.06060442998837812,-0.16353022447524115,0.1664437586726772,-0.14369026751983366,0.41315473694581023,-0.00760158191186738,0.19877326159331957,0.44663339707414523,-0.04895221705248744,-0.02743836266336308,2.9132399575340897,3.948783710505639,3.7376572897417364,5.072127169287734,3.080699382389755,3.530320379059187,3.771735667124049,3.346803510134778,3.067753854645694,3.6731766062793785,4.362253689554074,5.223743690619594,3.266063004181713,2.6305666835282944,2.3794954135003428,1.9020300326336137,2.956202950573991,0.0416083874724874,0.0572419527378119,0.0663636568179433,1.7712174379973988,0.05809516028891635,0.9762032303577154,0.6143886590286871,0.23634352912873338,0.015326401192887229,0.019102486965074963,0.012488319997055896,1.9694460540269396,1.649442074109729,1.808611394703537,1.5090006080553864,1.8504625149325975,1.5659724055219992,1.7456983255210188,1.7951288369333742,1.986369174280783,1.6400138086632994,1.6180112751323223,1.5501867939226517,1.8607900087449267,2.0194982668398813,1.0
65.0,64.0,57.0,284.0,298.0,276.0,58.0,299.0,57.0,63.0,64.0,296.0,284.0,284.0,9.584656321884495,7.8969345552905,11.247723729152312,17.32577112099989,14.017835626241322,16.999500600123383,8.658039799613107,20.931201439785582,3.5097562216611773,3.507151678760629,2.190715996168632,6.1843855764834075,5.319397776725319,4.747723403504867,1.5668552767715451,1.250544413757664,1.818816159191211,2.5309774769020965,2.512087668216026,2.672446933100467,1.6293032459037655,2.63487024898534,0.5367636632523807,0.5545393932500009,0.423311510757778,0.8920658216149742,0.8173550386349262,0.8362813087986798,0.3769021424332162,0.410483110490921,0.8215952657307142,0.38501992443123356,-0.06475940041479289,0.20998258116859647,-0.31948549364776513,0.9475304879645523,1.1389186600782262,0.7882202655259212,-0.37479158122634804,0.7157382803265597,0.2398283938201149,0.013613762646822014,-0.17722162343961634,-0.470637541969588,0.6248069166892549,-0.15898735134877207,-0.05345057604083995,-0.023775255203342525,-0.09114320242624523,-0.1576415677567476,0.5321344646235254,-0.6654591753110634,0.19934922347711942,0.14577877573766185,0.046931239402683136,0.26878596074425976,2.7040919360045965,2.408336562402337,3.948169976756583,2.934032989338224,2.8861726935455327,3.2992383449259215,2.63732065806162,3.995963026669379,4.260354833858891,2.190690336402829,2.783058237430632,3.7315495026933263,3.1636201458746305,3.0234735374925923,1.4210991491840488,0.6429521573452907,0.9921428343049844,0.040918794642883276,0.05714848353551659,0.07922257428404887,1.6577424546989432,0.050998782412710504,0.5185362946814331,0.24254330817978895,0.1927934663743889,0.015041457643876863,0.024351080154635177,0.019037178920430702,1.8942561776561113,1.8520338247177477,1.8661083495228918,1.8057297953980294,2.0056372921972114,1.8773168483999076,2.057590205215422,1.6593002316417242,1.8283782930866619,1.8469865088319535,2.0491085022019067,1.7804534748072305,1.8451900178763863,1.9730814517336148,1.0
45.0,20.0,10.0,269.0,273.0,242.0,8.0,285.0,6.0,35.0,58.0,287.0,257.0,272.0,42.48662429300066,37.85425492948934,57.75758025276991,49.17542312712294,26.438605448998715,39.91011750897633,62.11075820203041,25.556862469828047,6.694554189923442,5.113830030355388,1.8408781609990417,2.910840032971318,6.438994592278475,3.3155575847258447,6.565032037187854,6.647266881856225,12.713589425087063,4.083445066125341,3.258819531037255,4.533463921110057,12.668456196415265,3.3686493708180256,1.3347722485715061,0.7258864040090445,0.29907696507104214,0.37212307425554675,0.560978812431239,0.357967091870396,1.152535692329173,1.8187471738698733,2.9615325095232095,8.272061898664463,2.5479637779453803,3.510239030420509,1.714888276419317,1.1727718738903423,1.6911076461703791,2.4062839053962684,1.2357902304231612,1.1896788838039543,8.353042884436801,2.719311579772153,0.46167860147261675,-1.4695971953873255,-1.9775047175918032,-0.17476554245199483,0.16439663336096186,-0.20860503832423638,-1.474107697038143,0.03727708519624541,1.4745577125157128,1.007468311425845,0.8394232517952287,-0.05685729959945461,-0.21290110038391308,0.03602661618960864,3.639246542131357,2.1299670150973955,0.9771870470024195,4.642335714264144,4.698583676998896,3.920021415112385,1.5689642694064068,3.816441681139283,3.367199108569193,3.658037298726201,3.5727667907708573,3.8873433150067376,4.328002768908867,4.5855241968308995,7.0914382639583184,6.674049951404375,17.53532733412423,0.06531300172003739,0.0847372457543731,0.07906309422063158,13.346720622242717,0.06866394118293101,1.3978688497598022,1.1425762499504943,0.24263423247894236,0.008374565704153314,0.00953114630067549,0.008617184750281084,1.6656952347022875,1.6274798514078608,1.5836433800087666,1.1743637925744164,1.5838040879209574,1.523373630296252,1.6101933804397441,1.67386119188207,1.6593479869502827,1.5558389464473321,1.8389178524597272,1.6485644475522037,1.2063110244706885,1.487137196440655,1.0
57.0,59.0,42.0,289.0,299.0,286.0,47.0,330.0,51.0,51.0,57.0,275.0,308.0,299.0,13.625399655102001,10.985766137294377,26.62966111357673,17.15161648959679,14.629276757198568,36.690645489031795,11.62240773594749,17.288137493548675,7.352836061309452,4.040567974403064,2.481466094010119,8.711372810344663,4.926051169754649,6.096205229961047,1.7999527844742198,1.6588700835221029,3.0049347551182786,2.5031791652612316,2.3305262998959706,3.0154061472119564,2.143457302548457,2.480629058437952,0.7318883149292035,0.6265325458290797,0.44770311019921605,0.8005486246082306,0.7853789466278228,0.7092925431391128,2.5931853432221157,1.0813317741909536,5.898475998173904,0.4558867620954281,-0.02491481107884308,5.384652200502739,-0.3638636390851224,0.4538634117842846,9.667234118322204,0.5377241762779317,0.01209100367143856,3.8575177956099242,0.05533743338510666,1.021134704043476,0.8479631931947312,-0.4987456340848542,-1.3957108954599364,0.08842850579733595,-0.22291624682430294,0.16270788156321658,-0.05073145069292953,-0.12809015840427906,2.0050765182193215,-0.352894889920157,-0.12933159492627105,0.23057902743242928,-0.09297783583534705,0.06642536103538799,4.867875734687122,2.4829888482602804,3.391857836642205,3.248432530540617,2.783868743620028,6.774999498747232,2.314738335942654,3.078110975218153,6.415804160468745,2.493127053134187,2.59848851782933,5.352253765845464,3.157937212865462,4.041110611529155,1.120840774355051,1.4121927996741508,4.446119665280685,0.046402308320222,0.032934172139169236,0.04893972266826459,3.1883866640041765,0.036223190596756626,0.7434833960506987,0.7816623077876282,0.47965612609238184,0.014603480819032465,0.010989339698243653,0.011822078602522955,1.676541661307347,1.8108236518128256,1.4094314852193708,1.8015508271951648,1.894136380951423,1.2359041750832538,2.01344005995589,1.8019977296962704,1.2723636054377339,1.8408264012887825,2.0101192863218587,1.3481590830427082,1.8732055005756278,1.5883103236831373,1.0
67.0,66.0,62.0,320.0,296.0,294.0,52.0,282.0,74.0,60.0,55.0,296.0,290.0,291.0,17.17823289804801,7.676073228776659,11.980893560337336,18.455029960048478,14.238593975965614,15.733583072526017,9.931597453605718,14.38221344976273,5.997377806984792,2.850219431421791,3.0989365816112766,5.787616900226875,4.833458924567406,4.3525358986126115,1.8545522214785513,1.3876884165951862,1.8731502648428127,2.5227235406581245,2.373289916589652,2.80616825743894,1.6149725096034144,2.501624975469258,0.6508800992806357,0.5216599921071182,0.44061136631482584,0.8311011909406589,0.8382405755878894,0.7991840411429106,8.915084277387423,0.14819978541235157,0.44286020202558873,0.5144590310453223,0.13106124528770957,-0.23825290218480255,0.13530166196190585,-0.2304652072015454,8.369406692128077,-0.09747668664931952,0.7896516287669373,0.5422847355560121,-0.30958172201184153,-0.2736935878869531,1.4753489720437758,-0.19593679468541916,-0.10642928307204479,-0.13412483912420387,0.007278311478042334,-0.011527945169515014,0.14751619980353392,-0.1451387688549249,1.468724443465051,-0.009837225645062352,0.09154230969326578,-0.11627029309133867,0.03834138690128355,0.05151577601854075,6.472863513211105,2.7979071506194373,2.8346867989754747,3.306510939819043,2.7180327318568116,2.9392595223427422,3.68071622835081,2.9186462877853003,6.5315810406620365,2.556561893729102,3.610815575372555,3.3607972636813317,2.97503606392294,2.720731177249417,0.7964796741233965,0.2720395787179274,1.0104887627430226,0.040654835011447246,0.05377507274804119,0.045506056735539646,0.9188603912633576,0.04807263573568724,0.19317986880774973,0.18619791911465822,0.29570545724917935,0.016478230794352115,0.016992485282225602,0.01244231951283357,1.39112387272791,1.9942092865867316,1.8570113700646043,1.7420338682470284,1.9424133759232758,2.0033900340700246,1.9004559276118087,1.9592783858228338,1.4395790877202252,1.9952737568539785,1.7549467060167994,1.7798550448495547,1.9769753953052118,2.021490065320715,1.0
