lax.zc,lay.zc,laz.zc,hax.zc,hay.zc,haz.zc,lmag.zc,hmag.zc,lpc1.zc,lpc2.zc,lpc3.zc,hpc1.zc,hpc2.zc,hpc3.zc,lax.p2p,lay.p2p,laz.p2p,hax.p2p,hay.p2p,haz.p2p,lmag.p2p,hmag.p2p,lpc1.p2p,lpc2.p2p,lpc3.p2p,hpc1.p2p,hpc2.p2p,hpc3.p2p,lax.rms,lay.rms,laz.rms,hax.rms,hay.rms,haz.rms,lmag.rms,hmag.rms,lpc1.rms,lpc2.rms,lpc3.rms,hpc1.rms,hpc2.rms,hpc3.rms,lax.kurt,lay.kurt,laz.kurt,hax.kurt,hay.kurt,haz.kurt,lmag.kurt,hmag.kurt,lpc1.kurt,lpc2.kurt,lpc3.kurt,hpc1.kurt,hpc2.kurt,hpc3.kurt,lax.skew,lay.skew,laz.skew,hax.skew,hay.skew,haz.skew,lmag.skew,hmag.skew,lpc1.skew,lpc2.skew,lpc3.skew,hpc1.skew,hpc2.skew,hpc3.skew,lax.cf,lay.cf,laz.cf,hax.cf,hay.cf,haz.cf,lmag.cf,hmag.cf,lpc1.cf,lpc2.cf,lpc3.cf,hpc1.cf,hpc2.cf,hpc3.cf,lax.vrms,lay.vrms,laz.vrms,hax.vrms,hay.vrms,haz.vrms,lmag.vrms,hmag.vrms,lpc1.vrms,lpc2.vrms,lpc3.vrms,hpc1.vrms,hpc2.vrms,hpc3.vrms,lax.ent,lay.ent,laz.ent,hax.ent,hay.ent,haz.ent,lmag.ent,hmag.ent,lpc1.ent,lpc2.ent,lpc3.ent,hpc1.ent,hpc2.ent,hpc3.ent,label
61.0,69.0,70.0,302.0,294.0,302.0,71.0,290.0,73.0,61.0,68.0,304.0,302.0,302.0,7.716693242637575,8.830616008836842,8.607994448217369,17.965812566631712,15.00653322957919,31.010656652927764,9.088357952075512,26.370362277207732,2.7971537750558673,2.5547500136601196,2.460496546079103,8.352449132135806,5.617587941542283,6.668810136902657,1.4154098177090153,1.286697213587665,1.345163791803354,2.559088246371296,2.599640972248383,2.9164227430165544,1.4211239639317088,2.7477499278450956,0.43765729540672926,0.4726796715731261,0.4208263185404518,0.9342456262728976,0.8649432133062114,0.8469251242473006,-0.23885980533448103,1.7429053077644472,-0.06128926297837767,0.232886182809402,-0.11161780844982161,3.9419166039789735,0.7919725388931225,1.6454572976946196,0.6386428779408746,-0.33025234306204476,0.12410321886801423,1.3867685590696288,0.06564455671163705,0.8599946602444755,0.02164976785811108,-0.5534841640442443,-0.05897232367495579,0.01992197268571204,-0.07345341014905976,-0.4308537387938549,-0.5558450911060877,-0.27319671168315185,0.4169416694443976,0.024554133661996342,-0.15398638439126092,0.04338666893673254,0.07475658227723869,0.1324011861654525,2.830281010991604,2.65934253034144,2.9128775838566154,3.8658278172852936,2.649453963314039,3.965156242651838,2.5968682397238676,4.091658519899828,4.000565593324505,2.752177764833601,2.817055656565067,5.012955040594428,3.8040100558109042,5.037703490112493,0.7369847390152822,0.24901618038843912,0.35222180347717336,0.04799234726242022,0.053128840800209694,0.04318023249299166,0.5748177392704676,0.05633106882289567,0.11990127512377644,0.24031346789049396,0.09293164494111697,0.018244514823015926,0.01595116989069292,0.013393470466823043,2.02120470818708,1.7598658203436228,1.872853680822967,1.7759637435168925,1.979967576350079,1.3630403643218671,1.843460206497464,1.4641429305330123,1.8447630671669784,2.022415831870313,1.9533500601612421,1.53805444966005,1.8466541592802004,1.6609732379391682,1.0
73.0,61.0,72.0,300.0,296.0,311.0,62.0,302.0,74.0,65.0,65.0,306.0,311.0,313.0,8.260829050493385,8.607085592220301,7.9818585118187,16.427053940868518,15.842983118578104,15.0291013558749,7.3205337218892055,14.709655663134072,2.904664584817632,2.4164026856916854,2.9505958688102893,5.303927660366568,5.328035075281754,4.8072614360574,1.3717934851849054,1.3958511300824574,1.2941750384151995,2.403968778058163,2.5137422047914604,2.4849135880139595,1.4360825207974766,2.494902002078515,0.4989183908998148,0.4614919439383357,0.46464170185307935,0.8852914343106814,0.8896888013560557,0.8208431334392906,0.11747154927659942,0.45166158215521524,0.5384781330038599,0.44720999768711156,-0.1316184996626224,-0.20180974283685327,-0.5947229175145914,-0.08389206990281206,0.021393286042372228,-0.2960028964413026,0.6756592338108733,0.08680365036277538,-0.1281889829429521,-0.08056552457008159,-0.1224842310854868,-0.3244593487795281,0.04605075326118166,0.14798651677500443,0.0737157988988695,-0.030000776994512885,0.0172830570526772,0.04466337956289112,0.09433864898485458,-0.37828828567860606,0.4285166683503569,-0.021048827770585157,-0.09679149056819376,0.0017859257920449306,3.2230546678643326,2.29121280374023,3.0588423439124406,3.2423180944388243,3.229018946116068,2.875084255492148,2.499014157313786,2.939423259490905,3.0572708470690184,2.5582019221632435,3.3443012526718032,3.1388092979059903,3.0316849115769093,2.8942584938683042,0.6473013625243083,0.8056829181881064,0.3956067246709503,0.06979248537704484,0.04999378767598755,0.035346057594069294,0.28346354902671406,0.06511148167228245,0.1002675460948752,0.17514957832789546,0.3297710801578604,0.02666213442421657,0.013375595671901757,0.013461177320290427,1.9135794456795594,1.8854363052811114,1.8940503070270656,1.7909271207339015,1.8958504055968457,1.9304696826009722,2.079438355659699,1.9532322701978795,1.9509886457622687,2.0318792272324013,1.8707591958832963,1.9420745053013495,1.9267021023464508,1.9572726577406196,1.0
77.0,64.0,70.0,295.0,298.0,320.0,69.0,299.0,72.0,67.0,70.0,310.0,325.0,303.0,9.03429380364355,8.969847160914242,9.751994885035401,14.186351698472208,14.311593507912448,14.762309650570614,6.733763852471839,14.150778391590848,3.9873742265349197,2.9465861897961823,2.702841968071148,5.942307421838752,5.5407365049520045,4.978517485485563,1.3461011414111734,1.3070773787824725,1.4103000842476243,2.432643758335322,2.5018744395286117,2.442520606803401,1.2089545858815989,2.4783521349220567,0.5303253252957629,0.4643213773288254,0.4303894010362408,0.8848112942020452,0.880932249811807,0.8284234502991452,0.9210062988600534,0.8283732891203108,0.5526731075824829,-0.2071433741518769,-0.21845867410449138,-0.20416602059568545,-0.11233714695417696,-0.0244430762880139,3.1783710681090547,0.41960428004429406,0.127927103680471,-0.034416453442800865,-0.20655745084874955,0.017076590413538817,-0.3187191526722953,0.24574410131783464,-0.20256630470441836,0.08186384872926371,0.05186894559546695,-0.0617208871464986,0.27347117185107006,0.028593880583290328,-0.9726535461317845,0.015539712332085648,-0.010893779517762936,0.14685894512350195,0.018745588670781087,0.05896816446189238,2.7826047264048586,3.9838575778060106,3.4565296786931277,3.0416278587438685,3.0164176163265246,2.9621493164816424,3.156067887167975,3.0861526724007997,2.6028756886362414,3.0695220170140733,2.955148364837145,3.320257794312797,3.030201832986262,3.243999203371414,0.2753508628062072,0.9279380666915867,0.6728708614211617,0.04105506390156731,0.039970694263646855,0.04124968616160791,0.7927547478574261,0.03785009583093201,0.22899159524370918,0.3238931991564352,0.11692023242167364,0.012525949609691358,0.013190843018673279,0.01691748334980936,1.8053074566626444,1.783197266102276,1.783831620620174,1.9551269911666644,1.969615518309439,1.9222283595193024,1.988099675797709,1.9609843380804908,1.6529600052085964,1.8758657440102826,1.865512659338823,1.826279129841349,1.899529520246237,1.9279402124162677,1.0
63.0,73.0,72.0,314.0,312.0,320.0,61.0,313.0,62.0,79.0,71.0,321.0,316.0,308.0,7.389186457046662,7.702057660077344,8.558194140377054,13.997368790369592,13.746746190808835,16.429879188059203,8.607302039155456,13.233474499159911,2.978001138229361,2.228132890742481,3.540700673896227,5.121977033045933,5.088617564252532,4.096882640856085,1.3725203053234292,1.3396746885418942,1.254369672575888,2.2885010510567825,2.405493149039019,2.5508067731910415,1.3375038501769294,2.516307237992759,0.5015449113226245,0.41525702017503774,0.50739071631912,0.9071804600199334,0.9269909668542256,0.7571545550595522,-0.12653521322727856,-0.1532636719645084,0.552391084528217,0.14627952658872312,-0.205610160334047,-0.13424625246608635,0.4801576891535202,-0.2922067908545838,0.032704667196739035,0.18051792657881371,0.6861720996848879,-0.3273937300747707,-0.2682825425445019,-0.3449249459101722,-0.10145644619217262,-0.10689937447332655,0.12283480093298332,0.013596379275341821,0.229515248343703,-0.04434393147681381,-0.03997068970343287,-0.07225169412996632,0.05864406420208565,-0.22464023149683865,-0.011555108392085714,-0.07562025282981638,0.1355544047400716,0.046821463664161074,2.483215706853842,2.724430997828316,3.7153645786225877,3.1206664986193067,3.0489268852011637,2.977787894191783,3.0423467583015897,2.378644717830313,3.154332801811202,2.5122751105800223,3.3165769890161276,3.1030706891423363,3.055709401409157,2.8414224508355628,0.3527378256598606,0.8249691143889605,0.6716395552179015,0.044930290899065806,0.0449641845871204,0.03809447724273055,0.3071379313805193,0.03956407077324889,0.20106601557412612,0.14805661077735813,0.31187097517698387,0.017031966894143966,0.015193601539384767,0.01391275987405377,2.0300103636902067,1.9670134127619356,1.7948341740171212,1.9151363650229716,1.9788015898741742,1.8506969655486898,1.854847262485132,2.0432891528067967,1.9343433218030313,2.024953446768846,1.7665358380073246,1.98800168247397,2.019841738422267,2.033988674243274,1.0
17.0,11.0,11.0,279.0,252.0,288.0,3.0,286.0,11.0,7.0,11.0,253.0,280.0,259.0,2326.125932124596,4099.991517002037,4198.634800213313,801.3148356129,1413.1496252321863,1041.7826629995425,2116.549124253456,663.5032354194359,16.567132243491358,3.7024141199744363,4.173063649747279,3.3624210304832958,2.9288133859231875,2.262600482597839,239.8843889349572,385.5896428109192,395.137674018262,66.58211533899419,115.56228354538145,81.1034879663257,362.81811253271104,60.15168397842995,1.4163530312526917,0.7029195390071512,0.46425533724860873,0.28164025327280845,0.24238361495217187,0.2243814991654072,20.10124776879057,14.201549648293671,17.255200292619932,13.648769949453982,13.878448680260178,16.134941566844255,8.751055228411875,11.264749783245566,20.590234219283577,5.367433607847618,4.946206070767404,13.081919150626494,15.540912730067308,9.020266450316488,3.795506486900678,1.430662903501293,2.70957319754893,-0.3385684817882287,-0.3312799510034315,0.24330367328676636,2.78893026725111,-0.7489539085716435,1.7333934326354117,2.3573118719909303,-0.9443619686839767,-0.3945429685746839,0.4986412311512098,0.5805669014917803,7.060320495359179,6.090994452251901,6.348461735159332,5.712113310531173,6.485300787247154,6.668248304224956,5.16126706154489,5.459410227294701,6.668816500592294,4.357628156079899,4.542203852788572,6.042286854614519,6.200957419273823,5.362206164137405,136.33648841833485,385.4253211280095,450.8222245469113,1.166480520926376,2.2205909975173843,1.6732801257197307,668.3479316723942,1.0020434692034288,0.31334528122362626,1.314785859558892,0.7449834603683757,0.0056395040314227655,0.004253736562892917,0.004186896301805237,0.8109565736647859,0.7613882792016402,0.8696416035542066,0.8158630760796423,0.8250820170353786,0.7884268565619317,1.0647191954010444,1.0023672808671684,0.5804859067341188,1.1866353858175154,1.0748949567172512,0.8884650787882653,0.8205853036492924,0.9741200517933399,1.0
15.0,55.0,19.0,273.0,250.0,260.0,15.0,263.0,17.0,43.0,22.0,267.0,250.0,270.0,313.7740326473829,150.20158054989224,275.17477490232295,414.4932554254574,472.8454505308405,438.35537124007624,239.65984464119356,441.68794084840783,8.022174128113814,4.579644820320643,4.836613301392681,9.853476159760213,12.945406787571198,9.774172717507998,38.59457562902575,18.109477370174446,38.73056792178883,22.259907226190663,28.713693232905843,21.9109384571767,36.403585611983104,25.259626336183597,0.9883378130570425,0.5555166024422458,0.6836784849176936,0.5075010124092345,0.8072968480448901,0.5045315831111505,8.377896671225614,5.62296406465866,2.369717491923865,55.184745782934286,33.4956439290211,49.992884254032234,3.3219968902880694,51.87571507434647,8.643072792878774,4.051157241796813,2.644914704109043,40.974792882859944,32.224106342853915,56.67696156912748,2.1025704730690506,-0.528608841545623,1.5316197875414848,-3.4803356261267635,-2.36151133010434,-2.4700704005334515,1.7993702486809298,-3.726676721054926,2.5892887524592347,-0.012383631664463294,0.4908076837572846,-1.4860164103577471,2.175436267607392,3.016510839638507,5.712727261088889,2.991103142484803,4.90962840380541,5.965487831802496,6.674491176096353,7.897864989741549,4.24283767590141,5.650175481466091,6.216637958084911,4.861790693879689,3.648906036261834,8.68098060155152,9.17497739393289,12.708524038979682,48.63004653165619,7.335524134473972,76.51971961770765,0.6727514641308092,0.8722345426530212,0.5023786854329351,69.7086907858872,0.6994530987443803,1.8764263871980131,0.3939113107083249,0.6592867935207061,0.007929381470254734,0.022981975368610186,0.019661678189783663,1.2422095233663433,1.378865310174316,1.3702630920644199,0.6373909401262019,0.8798573513766591,0.8259118956719486,1.4966391022220042,0.5742823210844807,1.2330035042680019,1.350746837047654,1.385233580652015,0.479566999924499,0.5849511836276965,0.5101855469893606,1.0
54.0,42.0,18.0,299.0,281.0,292.0,35.0,311.0,20.0,40.0,56.0,295.0,285.0,298.0,18.079826083401713,20.868273754230813,29.08320289148628,17.479382654545816,18.018518863908866,21.615110395313877,20.65761148205729,17.54033158931361,6.139149726838994,5.682143953558618,3.5164732774561225,4.310714305856334,4.869870861226426,4.0668011310743,2.580900302357541,2.7990671963221603,4.889371051643591,2.6563344434290874,2.548801207254092,2.853176836189388,3.3900253773529125,2.654110220679277,0.9253171347311817,0.7689392937665757,0.5450225388735827,0.6003954296367633,0.6591849807881196,0.6347398854606819,2.2102067279927358,1.284740191898754,-0.274297649124811,0.3917708206881123,0.5524590014539039,0.7991073996045683,0.10639553349156428,0.4382867542807598,0.7714574574947619,0.6603572754974674,1.6163131134936162,0.2641420304526303,0.7855933018354011,0.428043041168098,-0.22902742070109786,-0.1937730980614841,0.18573317719330976,-0.08625771152008024,0.03731354838299173,-0.21350571794814835,0.31218515129470187,0.1136369367704976,0.19248243310969965,-0.09480255688596348,0.7939465564793086,0.09082530062576044,-0.1288042630163774,-0.1359266845378979,3.4190065568460026,2.9731704410985333,3.298985599540853,2.5791118704152773,3.4816014403749023,2.8700934960441655,3.576385407967991,3.6284248578414924,3.606927100426958,3.8397433646671515,4.225676644274429,4.189387385550465,3.863994549450051,2.9431554876858885,1.7835338499916944,2.6508248888572346,7.324820003568214,0.058398409275330805,0.052307071332072116,0.05441782014342835,5.029366985726041,0.07524817414987542,1.2045424543578227,0.8533564038622804,0.41729045761804195,0.009218036992566223,0.01676157425738535,0.012480181752964371,1.698418407813692,1.6988742127200906,1.880362647794566,1.846671669740859,1.7736918827814456,1.704099142915195,1.8998448030061748,1.8419010278030148,1.7637746697148957,1.7105026144797932,1.819983104715786,1.7645769269676208,1.7214033348750033,1.8601261289836621,1.0
49.0,70.0,51.0,312.0,293.0,313.0,45.0,323.0,61.0,51.0,45.0,308.0,315.0,309.0,10.985749390961018,12.16463256318093,16.244083444800253,14.342056063555447,14.15218475579968,14.206331964926903,12.46247052173021,14.596257933275865,5.145553128207824,3.3025419598165806,3.3609146030122043,5.025643251522016,4.293923858990936,3.993186972626157,2.0076780823227716,1.8616074371909725,2.4642982406535774,2.587722465950264,2.203915501815847,2.384444840352982,2.0451998017619877,2.2916615249995216,0.736001149827113,0.6297525146852135,0.5811966179334236,0.7801792282427295,0.7622696234558136,0.6783936530464911,-0.3082382300798905,0.7077396710229005,1.0418744318453825,-0.27067499757449287,0.32756954141080863,0.1865992819281943,0.47763376436591987,0.036614864163143857,0.754312786220229,-0.042012126462289245,0.037514761389170204,-0.03842908935363987,-0.26883568506247535,0.009639103409120775,-0.080469125907166,-0.26708622347246486,-0.4409695258180603,-0.04009215289665217,0.13570930246015347,-0.11140531235093885,0.0376298636353769,0.06221215584050824,-0.18123605070486887,0.12510182208810885,0.3362099965126169,0.010485067202082905,0.011394547295503757,-0.11096727589731104,2.473264571614014,2.8699789370338564,2.5925860860116807,2.734014066056302,3.293096820872703,3.015295092127935,2.6775791799684745,3.3491786971411024,3.5858380212969214,2.6168632371479164,3.3270877803662158,3.0818092674846365,2.7285668797912432,2.798017347936498,2.1740438176967727,1.824817626657327,1.9975313924661795,0.05301500687153254,0.033755940656609945,0.03638988885824559,3.2700283668754055,0.04256117712309061,0.3674352879986129,0.7928512883435841,0.6226230556355764,0.011971180808816016,0.016074276696978005,0.009921805406317012,2.0075966657783915,1.8486257020238728,1.8245414837400524,1.9914584984602595,1.8499568184494264,1.9217040693227874,1.8964964814374747,1.877888881354194,1.7539150994840995,2.0392844806207173,1.9471844744683817,1.872907261975437,1.9940007288267936,1.9581007813729674,1.0
55.0,62.0,53.0,300.0,307.0,288.0,45.0,301.0,55.0,49.0,62.0,295.0,309.0,299.0,11.173195630593682,10.41100440553464,13.494427680448098,16.063915037107336,15.233954398366677,14.785886109708827,9.826474946825783,15.858476030417023,4.2203100950551,3.775582326365125,3.0462890736607315,5.346066187332538,5.343647499054295,5.242856649590421,2.036552368952593,1.6821134171306409,1.9969239642121113,2.4944376360496934,2.4298001709978454,2.5818442957510426,1.9525565386149273,2.5383533968025622,0.6539637922335306,0.5889807814067451,0.5518959335166822,0.7958480247184762,0.8190629787872972,0.7512788210456807,0.029202196899033694,0.32345257243115455,0.8528670904276039,0.4426683523746364,0.22057265070309562,-0.1753175921661443,-0.4741208972186226,0.00288601472000094,0.8440884383404215,0.720825646889097,0.14164856345518073,0.3287470932724985,0.2269720926118155,0.4744518238467994,0.1494799315206,-0.1989642519773027,0.32420176817382407,0.11131309514601571,-0.012698521834313175,-0.025502653462081387,0.07210204237528894,-0.10016933508597374,0.13366106165189465,0.2575674946625768,-0.3957548772680928,-0.04944204648362685,-0.07920210491154381,0.05560491231081895,2.7014886123818043,2.6002062368814096,3.787620140028049,2.929457544333663,3.0026132181877654,2.706898839462165,2.3590346505369038,3.1814726862951246,3.453138168389541,3.2626241760226034,2.388138670513011,3.1054144490650137,3.0381863409646557,3.9539120110330015,1.1830710484486466,0.6476400914300627,0.7714156515436511,0.0681542315928309,0.036946194704820676,0.04175237481130343,1.2816111113328859,0.06013102278504463,0.3150133338910186,0.24993952172632103,0.27001693240641444,0.019064894277983708,0.011603984568913912,0.016001330049045873,2.0071744499733737,1.9005304520105932,1.785908720707295,1.8637480406205627,1.884304581070263,1.9715042747733282,2.076631704008088,1.9108580791869874,1.851544932561736,1.8359126130261658,1.997566641526328,1.816005455523471,1.8481756053520433,1.7779464291135254,1.0
9.0,31.0,3.0,276.0,275.0,267.0,17.0,276.0,3.0,60.0,70.0,277.0,284.0,273.0,61.05604663192162,91.95216673779078,146.27068327830239,51.94167888919878,28.53423655227016,74.96889323575056,92.49323425479542,49.457393825645795,8.185826035268729,5.288378849647959,5.364031228672841,3.8680379118570376,3.806561639751706,3.1130312700347345,10.22609613519554,10.172750758908258,18.557395164483346,4.421829455287509,3.458192283610789,5.807166122309497,12.558778980008169,4.744168891221987,1.2945690795817866,0.7688672640432419,0.5818163552557436,0.3210932178507556,0.36843115265931237,0.32509897998031845,2.97958172534452,8.563272177931804,4.364274007562136,10.637465393218394,2.2640355923587983,13.078209915443107,5.3585072597811205,6.78946168099619,4.3224271884916075,3.4752630999229215,7.407713506802192,9.023639504167024,5.41080929087714,6.2132085825417285,1.787772666695628,-1.8080835078357764,-1.3203062478902505,0.6552451879548503,0.10971657133935259,1.1311086139896829,-0.29346107996279264,0.36820147476257786,2.032713602041585,0.6720545486639883,0.3509485477430391,-0.29486981450150157,0.3494820632194278,1.0207514229424834,4.1786876903828745,3.3833301589837976,3.585626559975024,6.195845754685491,4.603563960684478,7.961082401336682,3.973564292442893,5.755239651522209,4.371725805993243,3.6819719167155394,5.305795540004305,5.442692444401664,5.139053860433834,5.872259812978829,19.706564069160123,11.393712043590634,32.91866459284496,0.07991720445056713,0.05991524005335991,0.12334196057561134,14.09785412033648,0.0916061227427293,2.5898857745338266,0.5295397163491383,0.09126983819337722,0.006017046310337111,0.0061724096681659915,0.0068131199425164575,1.4202896456462406,0.9904882279067481,1.3965118653971307,1.1876298478917313,1.5980713543326626,1.081932891275536,1.2740262056934355,1.251779565297376,1.1193926764482918,1.3767056948343823,1.1517133314466117,1.1430701660215983,1.290476192293936,1.395381964275858,1.0
