lax.zc,lay.zc,laz.zc,hax.zc,hay.zc,haz.zc,lmag.zc,hmag.zc,lpc1.zc,lpc2.zc,lpc3.zc,hpc1.zc,hpc2.zc,hpc3.zc,lax.p2p,lay.p2p,laz.p2p,hax.p2p,hay.p2p,haz.p2p,lmag.p2p,hmag.p2p,lpc1.p2p,lpc2.p2p,lpc3.p2p,hpc1.p2p,hpc2.p2p,hpc3.p2p,lax.rms,lay.rms,laz.rms,hax.rms,hay.rms,haz.rms,lmag.rms,hmag.rms,lpc1.rms,lpc2.rms,lpc3.rms,hpc1.rms,hpc2.rms,hpc3.rms,lax.kurt,lay.kurt,laz.kurt,hax.kurt,hay.kurt,haz.kurt,lmag.kurt,hmag.kurt,lpc1.kurt,lpc2.kurt,lpc3.kurt,hpc1.kurt,hpc2.kurt,hpc3.kurt,lax.skew,lay.skew,laz.skew,hax.skew,hay.skew,haz.skew,lmag.skew,hmag.skew,lpc1.skew,lpc2.skew,lpc3.skew,hpc1.skew,hpc2.skew,hpc3.skew,lax.cf,lay.cf,laz.cf,hax.cf,hay.cf,haz.cf,lmag.cf,hmag.cf,lpc1.cf,lpc2.cf,lpc3.cf,hpc1.cf,hpc2.cf,hpc3.cf,lax.vrms,lay.vrms,laz.vrms,hax.vrms,hay.vrms,haz.vrms,lmag.vrms,hmag.vrms,lpc1.vrms,lpc2.vrms,lpc3.vrms,hpc1.vrms,hpc2.vrms,hpc3.vrms,lax.ent,lay.ent,laz.ent,hax.ent,hay.ent,haz.ent,lmag.ent,hmag.ent,lpc1.ent,lpc2.ent,lpc3.ent,hpc1.ent,hpc2.ent,hpc3.ent,label
6.0,7.0,3.0,58.0,44.0,42.0,7.0,42.0,1.0,6.0,15.0,42.0,62.0,52.0,59.66466233597771,88.00168105468174,122.45407079883171,20.392649751666113,42.16370042128801,45.681353230979994,111.07050586831883,45.74398403752684,4.298399633377334,3.321722085437365,1.7261876881601539,1.512832127368131,1.6555007825134087,1.2834258234118772,14.65989985156684,20.84539370520248,29.966974989602512,3.8212155706391133,7.085825281740775,6.717369587014112,25.899937488612096,7.580562646327805,1.3535621041667185,0.8512712831830358,0.40181581204655714,0.2644321088332425,0.29445573185528134,0.2288539354098019,-0.46186155077070934,-0.9121186181519332,-0.5834964532449183,0.24469101982643515,1.1032504257194162,2.6382536006832993,-0.4182243255510252,1.4410134679853774,-1.3508484507830696,0.21421583894891238,-0.31446878536250855,1.1019914657276395,0.8119656107305002,0.3874170622131077,0.27313204292221427,0.16559165349061117,0.45061800179175643,-0.12165547282423514,-0.26795464030751126,-0.3534651336848604,0.4250684764934194,-0.24114440968869064,0.2538073753941936,1.0277136102448856,0.5484375170475095,0.0717563750314223,-0.28934950497256107,0.24572064074556177,2.320923766880428,2.1745141634083165,2.771603259112389,2.2577534889910864,2.460865028805152,3.083346976773612,2.541313054067114,3.218552144905851,1.8125736550707954,2.6175225508449333,2.5734038724527637,2.92635681007495,2.3973724042287725,2.897974718779246,5.732923774235955,10.791326333436928,17.963602316357417,0.12402969757266098,0.20204280084857726,0.16094209707374996,13.24261265451051,0.24640689061952933,0.8283899411492719,0.12186586809537588,0.07559994442264761,0.006144723908800019,0.0103938305110159,0.005302117700333435,2.1485301080339307,2.0967055017888567,1.8488458029721786,1.972325202345376,1.8320363440031724,1.700559385760362,2.056435585623002,1.8547456793100425,2.130720537549889,2.0694497260448763,2.1323212315575173,1.9268673527432494,1.9266701789859264,1.9724696973800984,1.0
3.0,7.0,5.0,46.0,43.0,44.0,11.0,36.0,5.0,9.0,13.0,46.0,44.0,46.0,489.16772176764425,740.7075975457055,475.4960936085456,297.21070749536193,399.0023777528131,250.98927194728572,407.88299329779557,396.852324797389,5.3498641390311965,3.143211344725505,2.16081658645135,1.997751864327789,1.9441937747885198,2.4054256541737438,113.60412463927716,188.72846277325414,112.70284545504857,49.21444051393897,55.497375275717275,36.91400046795232,84.19504120113197,63.6401529641397,1.3991344696794243,0.6495261518168814,0.4842752493990585,0.3342947761703026,0.29375287449397985,0.3600705826089728,0.2979568641585102,-0.608713701102197,-0.7518806898946289,1.8438977418538691,3.015314910621094,2.7990890281544196,0.14441834557378108,2.2858817605006214,-0.05702024482402823,0.6779284246000148,0.7523002933245468,1.7390549843830403,5.902749170020353,2.1861645427459493,0.8605273977311303,-0.5542332527203317,0.22578221071819743,-0.21521290835973123,0.06582475988934922,0.4751787857022937,0.43850515752850516,0.5615801844267215,0.9498231242441874,0.4187931574615461,1.0621796376207409,-0.42830597909176055,1.6051302121035391,-0.2386372593462275,2.871421160120502,1.7010586707821593,2.2044490247312023,2.6839162047172858,3.167629160215703,3.655450120254778,2.69612166332921,3.607754652668982,2.604950280990329,2.8283403129614064,2.9176671154967404,2.539725485294411,4.699295802240514,2.8285528702496423,61.781658028195224,94.68294701819886,42.522950663711256,0.9017812135670381,1.1411771834339022,0.7200994969194955,10.212868955350848,1.1536909896328584,0.7561670197584676,0.13478967848693502,0.08380764269860579,0.007605858442027197,0.005291541418826921,0.005936938480035501,2.00382252558405,2.134851052293345,2.084212830053227,1.6178000101873067,1.6186986685879836,1.7038620457108298,2.082805531092689,1.7825050263167384,2.0316525735057342,1.9659984103943176,2.0312798409621076,1.7189536380193176,1.6625530294216269,1.6158917798605192,1.0
3.0,3.0,9.0,54.0,49.0,48.0,10.0,50.0,1.0,8.0,12.0,52.0,50.0,50.0,743.6617284412557,846.1202023380972,561.7721049294844,1619.0671407852046,869.890158301474,775.9529276892963,655.5571816583538,892.5305128740797,3.327725705742047,3.2155472241553786,2.748419877293376,5.378161033849029,3.7335428583759036,3.6217117268855836,181.1146618143243,238.76866964798816,139.15083624853474,181.09634342698217,135.25865849228177,120.12940677909864,154.050041759683,141.34411524970335,0.9652915861766612,0.7435696773000362,0.5644338840477244,0.6698923328899485,0.559686317343488,0.6209356442816983,0.11829349468841155,-1.2018446953850839,-0.38480844147488336,9.008262626775304,1.8701756645805716,1.8517750042187817,-0.5726369149400803,1.1713232722543365,-1.1994444390962546,-0.42212259030909216,0.16264727049657246,5.329859651871757,2.1697332059742482,1.417467643846459,-0.8796517776064589,-0.06183829555914415,-0.4534396876769436,-0.9167544061300723,0.21738245463287934,0.3645719717021632,0.27221960254139327,0.008034884321184705,-0.3024162917035116,0.30891893858718056,0.577826919912851,0.11916098846851955,0.5749313739879465,-0.23101000394012547,1.4832090647371678,1.7244739900026285,1.588064845129946,3.7017203853054923,3.472264044003466,3.468406476704948,2.1890457384997513,3.352206989250805,1.6994792139757684,2.3368786170960485,2.8975676072454846,3.869607047081822,3.863105552170318,2.8804385451496817,96.51584027782417,131.14131671668412,30.391241802469384,3.289365306649299,2.5807620657070762,2.043548430051963,19.15865953496977,3.3295720612144493,0.5589581273217453,0.26186031329103143,0.10674899941892034,0.009851754912294522,0.009083363703013514,0.013794563771855624,2.0732559570610842,2.265019980644252,2.1538988555547816,1.3409966932823119,1.7504006009077733,1.7650146952715944,2.146757128694832,1.8155991774049476,2.1280122004548314,2.172384449475598,2.032348930508012,1.4206200343785373,1.7659676041956172,1.871819481509426,1.0
9.0,10.0,8.0,48.0,46.0,44.0,8.0,52.0,4.0,8.0,14.0,50.0,42.0,50.0,359.00814757903436,446.6597019589103,721.8795345600784,379.5781275314712,654.5937128713094,856.9148307001049,611.653064954749,874.4579536413667,5.075303440086335,4.838620471878913,1.6973128719126964,7.59922669603318,3.985809497359544,3.9973536718353366,66.96904580842838,79.51228227674602,145.44505929932012,61.14238011071582,85.8346045016012,103.68405583098094,121.23922898955865,90.8790622463798,0.9157934987074773,0.8265044145089483,0.4159825216000574,0.8639261763005758,0.6227841375180129,0.4791227957384852,3.2982044803896873,1.3115526005499163,0.7785554905791474,1.7381607794234455,6.09960433814028,9.092717530703494,0.08677262969119637,14.204104855404132,0.5682259869845732,1.6022614000024742,-0.5470132459714208,7.425221637810381,2.3975064455702686,6.3387145163401755,-1.5602520431384281,0.11501582113820844,-0.5907230103114463,0.2544813012051285,0.1227888565846675,-1.3043731158625076,0.11586267022594277,-1.836508431733713,0.20236105182273004,-0.23564483785006834,0.3902482253183382,0.47735269099155986,0.27781060879119396,-0.7478226033502301,1.6869057500424445,3.484258016114619,1.889671082544442,3.3766206176835243,3.6783315955300746,3.1617682520587738,3.1682757086251976,3.5386823193316848,2.3044908186662822,2.878021395308759,2.0798370657898047,4.789206077539418,3.583201779629157,3.5452573039585906,20.804829951323057,19.338810315595218,36.9458683453788,2.163259294918009,2.3342013458721302,1.68393927439365,39.13825883576338,2.525819627915403,0.30032926971600277,0.13771935462627913,0.1242737721006025,0.02859825617429417,0.01442140420302969,0.00803540153681784,1.7909150348147056,1.804162954532674,2.0016577575082106,1.7842412026664418,1.366866242553842,1.3924014744356243,1.967285982764747,1.127820961714798,1.835057911111799,1.825320386582886,2.1469764478225426,1.3215178635069447,1.680793763795695,1.4083345125818187,1.0
4.0,13.0,3.0,42.0,44.0,47.0,10.0,48.0,3.0,13.0,12.0,43.0,44.0,52.0,149.49187240562128,108.97493556846484,127.34434815924692,94.48451704404829,120.66034399732462,117.34561874547217,103.4401572295551,118.69142344951979,4.788704782736222,3.581206668682059,3.1036821434263375,2.9030123941046617,4.474016715435094,2.59401654832255,39.432655365921875,21.420545517605422,32.49484658618033,16.104321032030583,15.886692020667635,14.200439000458367,21.975497139949137,17.01424601439081,1.2330408189735544,0.7514966501641999,0.45498866430941,0.3768063882985518,0.5999186645636184,0.380747657437448,-0.7318261092916112,1.250891760380373,-0.7938103831256713,1.253736433254324,3.95828361661942,6.43653120926956,0.2240563210931339,2.756996915161369,-0.5163514838471905,-0.1940085132537268,3.036646309016141,3.5985617212739216,3.647926762799372,2.58251303183257,-0.5961012628840936,0.8927691523630531,0.5017394068388398,0.12501764383808647,0.2262626292371027,-1.0191530159619608,0.5158910965668915,-0.5095452907862156,0.7969851893574385,-0.12476766114197901,0.5527674195337722,0.056916541427848855,0.4181951500075655,-0.46935245086188154,1.3687130428030734,3.119848756355363,2.208501774212586,3.2640738149830555,4.150062193759948,3.1504152185447283,2.8834627131350143,2.797527506039744,2.530441527391553,2.2533858417251036,4.38890014667741,3.911361720342177,4.0939706097430655,2.7297173609990963,17.159623138761233,5.4439646913812325,16.746650221395253,0.4182802210785535,0.24916788154622058,0.2495443860144111,4.556753609984699,0.395467227508263,0.6349388513283254,0.10161018202419118,0.05781881517097187,0.00686409449687374,0.010588777439921102,0.008328917395009858,2.122463293897192,1.9486948850152173,2.1390786247115297,1.8640718044795677,1.5056168394415066,1.4630062022517945,2.0735646878156246,1.7052611073960442,1.9996034545983616,2.063541995854382,1.7143822237628914,1.569112375684089,1.60165623199544,1.6842405591827285,1.0
7.0,12.0,8.0,51.0,42.0,47.0,12.0,52.0,10.0,12.0,11.0,44.0,46.0,45.0,113.69715319750912,49.02968624636833,82.8610271585394,29.978321641448474,36.57089454126799,30.425718621975193,100.1536795545835,36.99780324306539,6.369328821073885,5.286993991808188,2.6689140319054907,1.4197375823428693,3.2747163624969744,2.054053298693889,20.969532136809345,9.48500538549934,14.602731567131736,4.708260869878402,5.554578781289736,5.385832210405491,17.619048926163888,5.493634915283888,1.1691213845738175,0.8864773578892077,0.6108093243332436,0.2575787185614389,0.49110394686315595,0.3223421414665633,1.6753903525580656,1.6290166718096764,1.929007487223119,1.840313292832131,2.275259691943626,1.4891580069331827,2.0059914626681046,2.2262934237182783,2.8219280615113265,3.3511066701977743,0.20113807472820655,0.39239563265335553,3.315320983076412,2.1898691002517623,0.6456126257203927,-0.8948158969080235,-0.12358995813556946,0.6833166706701916,0.11601835283463247,-0.3377977024621023,-0.2611961017357184,0.21419111138159982,0.7574963018885261,0.8789374804329574,0.5182997099055823,-0.275328276145283,-0.34698090785143204,0.28689597060496874,3.2894114927518565,2.0328173180094815,3.0498641836727574,4.052509584018417,3.3997900177334923,2.3066246513135216,2.8732272233244935,3.4303595945347607,3.5346308176344063,3.458036961553265,2.4240284981724365,2.497828490392586,3.184015734296165,3.4731427333488445,2.2553885961621387,0.9761927926403009,3.4343915497574655,0.08219999035521275,0.11881253867735442,0.14625311522831433,2.6338537651397598,0.10397720934660543,0.17022884888581413,0.06420762240347078,0.18243950024594272,0.007064576010444187,0.010963920834388158,0.00662027673445182,1.8909731290322045,1.9184095285521532,1.7064668176485125,1.8077264366834083,1.7495232823756561,1.9082884338483461,1.735569410710532,1.7544000245685965,1.6177873958224982,1.6846337637808375,1.9702564774028575,1.9614425820407397,1.6671949091075862,1.7867958901572063,1.0
1.0,16.0,7.0,42.0,40.0,48.0,3.0,46.0,8.0,9.0,9.0,40.0,48.0,42.0,156.5372833592901,60.93027286248662,45.04174290360743,47.23741996405897,57.444905890151404,15.628010472500137,76.03344774000107,55.19345570524865,4.342564541828825,4.037192153871111,3.3846714580501795,2.0773046521409233,1.717418013515236,3.756961452338828,37.73863825554924,11.04261667670262,10.349462281448663,6.07270499557631,6.428289324995724,3.1412555277285685,20.19950362965029,6.306116371904648,1.0622473013486684,0.9431603787809063,0.7456431889726369,0.28815806594696003,0.30842797692369966,0.40908092734259105,-0.22846325441194626,1.1397813107908492,-0.7831283941774188,7.384936719475752,14.548406405553465,-0.25182352755149084,-0.6841147010869575,15.038820405033459,-0.5067958691370338,-0.8203583222030812,-0.09816642757432215,5.602792341314455,0.6945255243291215,17.235725084758016,0.5954250802707276,0.05468670554954606,-0.09093448253374697,-1.3479930907935502,-2.252787086031769,0.19328220523263998,0.5037725311545588,-2.368341183222181,0.2010708640605783,0.1227220655458294,-0.5171958248472607,-1.215010158466498,-0.39524995233005294,2.550219004601375,2.5227607522877498,3.040784469738314,1.9368797433672629,2.4592883259976466,2.6375985218421567,2.7293589288263074,2.2524455699272523,2.382593718883238,2.435607359396346,2.409239309510817,2.064016431054654,2.1543930359865104,2.1166045275032968,6.557921848322067,16.825053009091334,2.3335639259908234,2.7114093228783536,0.1187915054260448,0.1144850422076119,0.06154478939337248,9.00095149624412,0.10983543078732277,0.4020932272507025,0.27561487838443155,0.22115282619668272,0.005727577717522716,0.00593155832783168,0.006984159123188676,2.0760338658800586,1.8932870937014084,2.13144611705143,1.5029816573296872,1.2980029620926095,2.0921294801005947,2.104751017983523,1.35365607856854,2.154945055705786,2.128626369798062,2.0653878906012597,1.6096329040204918,1.9479505320275672,1.3185277633034167,1.0
9.0,14.0,5.0,45.0,50.0,47.0,8.0,48.0,7.0,11.0,13.0,43.0,46.0,51.0,101.34556274955776,65.88250247652286,259.7476800181689,214.2438655334306,114.03045386447229,300.0906889586172,169.70936573746485,206.46385541400696,3.5041523260925924,4.141716597965996,3.0196219383500873,7.2453858638757485,4.366169447127655,3.441246510539119,23.167794497438212,13.367281589340534,52.80427844099139,30.627489172940592,19.123583332705145,36.86577591021088,33.50986246832246,33.545790186350224,0.7270649461679678,0.6958906452413505,0.5511539960922425,0.8582193155893689,0.75261501510029,0.520454066890701,-0.06777582023154638,0.05380603291252406,0.4108741874879005,3.496104512269259,3.773100398788258,9.28977786271143,1.0955132193918509,2.2709808758169254,0.9218879875615364,1.7498288329246128,0.7421871811889491,12.681057462161641,1.6787155709141857,2.672082091148982,-0.47797978976818517,0.46840265933319736,0.4120569747291036,-0.5114230430905637,1.152951744585766,1.5591979092297292,0.811831205414842,0.003220404634880312,0.8209586959938479,0.2977102286193207,-0.420927169846844,2.28046978646409,0.025213430275618356,0.024821037732551482,2.0738760282602233,2.7094939236441555,2.5420786153078554,2.8448005272479056,3.946005006728998,5.5536132081456016,2.9825347564915865,2.9751981424479466,3.243363259383111,3.059342835134864,2.4372227022316757,6.030304870584432,2.922906925193758,3.7989736044660805,6.254156270910551,2.0665940480022895,15.281385160618223,0.5893889486320727,0.2829527748225623,0.6597936435038084,6.700660331814716,0.6317379666058517,0.24097784280896992,0.06481684128190211,0.1594613279508874,0.012551575497650746,0.015341030345972301,0.008776781739078142,2.0333757233198444,2.0599442807912776,1.9353780021483962,1.635268730961671,1.6277038816479186,1.3433711519598672,1.9669344364958297,1.709814547077004,1.991095966877605,1.8214509359022648,1.9274245860208608,1.414899038646744,1.7598427972476731,1.736911990153539,1.0
10.0,12.0,17.0,48.0,56.0,45.0,14.0,46.0,10.0,17.0,12.0,42.0,57.0,56.0,37.391226330984864,75.15522183202438,59.67927528780456,55.32787410560991,74.9515594269792,85.27623066388014,37.09325082595569,55.12970805366558,5.545326188873206,3.229937399834059,3.5851049887389266,5.255202154874895,6.774743984499196,4.142527512590605,9.522047700437957,11.144815685539681,11.571987288408629,7.8552392914404985,7.771996995560686,8.933486911266284,7.079827186003121,7.568461454412896,1.0807661666203305,0.7357247842429816,0.512590779377644,0.623752144814513,0.655378841890535,0.5638554008259179,-0.5258270999750594,4.223718821285979,0.4863872522682402,3.5130452500894087,14.23113504626997,21.01391226170953,2.8891343111660186,2.9505589280679247,0.046098132125967695,-0.24508344520050773,12.927098278131195,13.389367750582608,29.92760477130046,4.075957372081634,0.41975734258314046,1.23491180888322,0.2288799897007144,0.9458917916432809,-1.94917006606572,-2.9171884944479816,1.5194429291822416,0.07630338491270153,0.12621654436031463,-0.2245688067792329,3.0741446948600277,-2.4151600707855363,3.7600107443209736,0.5856203158109974,2.180003956251452,4.8269416829763,2.7470295679091103,4.42941013442663,3.453059330814734,2.6988388833516086,3.8310939328604317,4.126291126704602,2.9250188132072594,1.8402690329087192,5.70266264545223,2.197953578832584,7.4784573076010235,4.595552447771095,1.5235755675034606,0.9276171836842138,3.297085537809416,0.21021682286059382,0.43290994868975813,0.2054246026717882,2.026164286858424,0.17320240506301485,0.09189513470692263,0.22066742582270402,0.11228259147758991,0.03627039359398086,0.009890712308790996,0.015844127576363005,2.2204908871860427,1.6678045520955693,2.0066182073952783,1.6097095548607205,1.2504447845972158,1.1607930091011485,1.8497229288655401,1.6320196528547752,2.0529370339249495,2.16483822693186,1.3702735722453538,1.4232053777396387,1.0146594538098026,1.6128402905776378,1.0
12.0,13.0,11.0,47.0,54.0,53.0,11.0,52.0,14.0,13.0,11.0,53.0,47.0,58.0,34.66007454647297,35.347539179397245,87.18166464892283,20.783866705213086,25.22813975425288,58.74739505608409,52.76725270372117,26.34053670886624,5.588501379238309,5.1970252205493175,2.251692300940487,2.74105933719635,3.3700188582168034,2.745484820151068,7.961154035069887,6.524814572761821,16.28396911556929,4.438374491306734,4.396415093574933,7.136969415474701,10.618763634303226,4.732855034946497,1.0726581185816706,0.8867596785501355,0.5379859633663211,0.4592596337971608,0.3891923711121878,0.5728903537751768,-0.3706253435732223,1.0048139151693753,0.9201800292712328,-0.13780906984220564,0.4477997052367497,6.544336544653234,0.1084703428100271,0.6197747493234331,0.573869785157799,1.5683640763462687,-0.6195913371432447,0.6761149421056816,6.661283626937102,-0.05424954913473501,0.1301870403283088,-0.2911210602518244,-0.19019197281011344,0.001113193824664173,0.0143880370184137,0.2530195829018587,0.27231803111585634,0.035871196208503195,0.583914363739767,0.15371433847730626,-0.3267953167156689,0.08401899844093476,0.17208821144785705,-0.04384368815091041,2.140085811240374,2.3028195055725758,2.35162472561348,2.1378218328010403,2.7394835049423767,4.16376760915823,2.5678409563518723,2.8081172178360347,2.9678448685773726,2.907530965099358,1.8087336975434827,3.062587569829245,4.223497372082385,2.351916769255692,1.4766324424122057,0.518679266407169,4.726310226248457,0.11469552196555727,0.08249623388939836,0.12840878874129677,3.266332931426082,0.08639240560672544,0.17673102800180712,0.24281422136649633,0.09104805791207388,0.011714704331165402,0.007547606509965513,0.010854526815369091,2.138749350985866,1.9502818212212163,1.9341621791607517,2.101569730268753,1.9373474180675772,1.3505680317535582,2.05813459930571,1.957755162998736,1.9826064533769523,1.7963255358662809,2.1190571626909755,1.9057455626179542,1.4141845146161787,2.1109935359351395,1.0
