lax.zc,lay.zc,laz.zc,hax.zc,hay.zc,haz.zc,lmag.zc,hmag.zc,lpc1.zc,lpc2.zc,lpc3.zc,hpc1.zc,hpc2.zc,hpc3.zc,lax.p2p,lay.p2p,laz.p2p,hax.p2p,hay.p2p,haz.p2p,lmag.p2p,hmag.p2p,lpc1.p2p,lpc2.p2p,lpc3.p2p,hpc1.p2p,hpc2.p2p,hpc3.p2p,lax.rms,lay.rms,laz.rms,hax.rms,hay.rms,haz.rms,lmag.rms,hmag.rms,lpc1.rms,lpc2.rms,lpc3.rms,hpc1.rms,hpc2.rms,hpc3.rms,lax.kurt,lay.kurt,laz.kurt,hax.kurt,hay.kurt,haz.kurt,lmag.kurt,hmag.kurt,lpc1.kurt,lpc2.kurt,lpc3.kurt,hpc1.kurt,hpc2.kurt,hpc3.kurt,lax.skew,lay.skew,laz.skew,hax.skew,hay.skew,haz.skew,lmag.skew,hmag.skew,lpc1.skew,lpc2.skew,lpc3.skew,hpc1.skew,hpc2.skew,hpc3.skew,lax.cf,lay.cf,laz.cf,hax.cf,hay.cf,haz.cf,lmag.cf,hmag.cf,lpc1.cf,lpc2.cf,lpc3.cf,hpc1.cf,hpc2.cf,hpc3.cf,lax.vrms,lay.vrms,laz.vrms,hax.vrms,hay.vrms,haz.vrms,lmag.vrms,hmag.vrms,lpc1.vrms,lpc2.vrms,lpc3.vrms,hpc1.vrms,hpc2.vrms,hpc3.vrms,lax.ent,lay.ent,laz.ent,hax.ent,hay.ent,haz.ent,lmag.ent,hmag.ent,lpc1.ent,lpc2.ent,lpc3.ent,hpc1.ent,hpc2.ent,hpc3.ent,label
6.0,5.0,20.0,81.0,72.0,69.0,18.0,77.0,6.0,13.0,16.0,73.0,73.0,73.0,495.4584855847504,819.1085478920561,633.4803906804093,988.6837601676484,785.3205164973283,1970.882189439509,417.5158282813618,1426.2512638146045,4.257548112363887,2.7459259671924388,2.528168008112679,9.945421576518896,7.4247246935610995,5.259951579380324,104.8661352949246,164.45899432402857,96.20397547236195,93.62101995148828,90.67182886412577,151.91190110183038,77.5856106794122,119.79414262514213,0.977694418345658,0.6094754536148426,0.5167511855292721,0.7593734647100546,0.6893789150607939,0.5670309808180126,0.7538844914953922,0.5284461002945866,3.727125441073932,13.527893835508738,5.743402663160921,49.668302161074436,-0.07615351645008417,19.845016423473126,0.27146176753142104,0.6449916587430966,0.04023576327584166,28.722053840219978,18.42719586546347,8.980784134537188,-1.0382585390341585,-0.6912177646996819,0.8840585027205142,-0.873182851081028,0.6361368145146349,4.568022674031303,0.1567976535051867,1.3279489473360746,0.9114767046539537,0.8937339922442348,-0.05262030969924633,1.70190625757941,1.7376186423154305,-0.2818074363036113,1.8629646454401434,1.8464105078316724,4.049652285492541,4.222743904088471,4.607458003922644,9.32898051512319,2.492381890130707,6.998238882318503,2.7919501129187645,2.740628945103522,2.425866182083568,7.723750056792288,7.216721695062299,4.806856441471576,52.44198562711852,98.99599931974986,14.938734657263355,1.307415753216451,1.67795866204088,2.3445908893066933,23.692977711366968,1.615803736123495,0.5676398887023066,0.2310198577922328,0.21212966367546035,0.013212593880443834,0.009958248061553418,0.007660019021284545,1.9858264454356527,2.007108837341545,1.6572691991857753,1.2081010686808384,1.4339885266942212,0.8684587987317691,2.004736601344362,1.0529154553293778,2.093425391037361,2.0654026291959537,2.0757378459824762,0.9439613164348246,1.1607582367272342,1.2717261386055243,1.0
13.0,6.0,11.0,77.0,86.0,75.0,12.0,86.0,12.0,15.0,22.0,80.0,70.0,80.0,346.10452388567273,623.3049221716642,611.5016458632015,566.601311876464,377.79832939717517,586.1265132268325,571.604677894366,425.8405036217491,4.627313080488614,3.9481055028306873,3.8080690414849823,3.5948014242187503,4.961012973328077,5.281571788971149,83.2664770533764,121.68684257874662,121.64652760064828,64.06127337394092,54.60633185833952,74.93926382600537,142.90844553096824,55.47849250871369,1.1201501426528182,0.746114138235239,0.565764575650902,0.45062902276442335,0.546154409441305,0.5437416907927225,-0.2661744211066903,0.5161832793504306,0.26365194646809886,5.9850672392272415,1.9162942976318886,3.7448996838207496,-0.1364940675980586,2.4312517428358174,-0.05525520449581567,1.5614789977199504,6.089478416853472,3.2003723362609566,6.679167859790191,7.118468922983711,0.3407278972697359,-0.1558281583591879,0.3894081884015969,0.47290197229768605,-0.5091482232143222,-0.3225592306587538,0.49998447934031853,0.053470278780982185,0.38188909318053677,0.7771528681494239,-1.745239530950563,0.021352339005016117,0.5740542306302163,0.20417753168587385,2.485230622348061,2.100303839195219,2.8811720793492257,5.259647005854657,3.0056991303260263,3.7909518612713273,2.222805902713123,3.479470444818344,2.2683209961454507,3.4376126526261968,2.2067467748559695,3.5232949619424647,5.208885857521974,5.195223387580557,24.345992647921836,65.02886570820677,30.797575950657784,1.159847329235456,1.3320386587723985,2.2576519253331466,64.35779240004176,1.1001779583619478,0.46952332467420616,0.26270758495768437,0.1979867593351273,0.008494040522518792,0.01119335682194372,0.016188512347592367,2.1338137674961697,1.9508013674207343,2.049995199280992,1.4268807016362297,1.7208912885171517,1.5302483377934046,2.0045173077228378,1.6753906475932294,2.0095415920659545,1.9138870552424703,1.6305891342404335,1.5844273342438078,1.347589227773223,1.3206813342509458,1.0
13.0,12.0,21.0,64.0,74.0,67.0,16.0,70.0,13.0,19.0,17.0,76.0,79.0,74.0,263.597048762952,344.18554787510084,344.4387288840958,728.2381319503288,643.2523338112092,1630.4037723236725,214.61178029392931,759.9102002519553,3.0971755813642488,2.8049152398174675,1.886175428127498,8.361044139541884,9.394649447921854,5.468988374576075,66.51846289539822,86.89369363012686,62.95131842914151,91.35631448606739,78.00293555342122,152.56409783238112,49.44521238070528,94.9028136426639,0.7859176789994833,0.5146201876845402,0.3857231294210556,0.9114243314785416,0.8242291521346904,0.6506962362378674,-0.6735034394813626,-0.9579061721358388,0.8566129615415639,6.347146347694576,7.375456375438109,15.59871918432809,-0.5616956021032515,4.657280747614039,-0.8272484716570472,0.3263036931989838,0.15410473971503347,8.014628025961738,14.7963339752306,4.114546132407952,0.37374539043531185,-0.13047681255566032,0.8292768688080534,-1.4094314853035275,1.4597448819518035,1.4943769505825948,0.058957559815876054,0.26682063788298516,-0.32764784805423297,0.11973977469771775,0.546212625090978,1.2481420681934656,0.6063814505672082,-0.2432461551210238,2.2255234546869764,1.9100619779071564,3.385206597595988,3.0125366157276314,5.945766834931602,6.792337902383624,2.4091514664523577,4.312461608919135,1.8469639522700334,2.929173838683321,3.0509029715032288,5.150368475278668,6.41887099798619,3.907816939136012,29.951906369143448,47.6832341358443,17.23856515236701,2.170935893049249,1.2865394957058398,2.6181812876159922,24.22710480551557,2.2891020559174313,0.4606684082347735,0.14248723743365266,0.10742060724329175,0.014903136096829124,0.01357477896763319,0.018137015389828426,2.230306382139499,2.228853904784488,1.9207048399066031,1.4941619874064154,1.489744283941914,1.0955957977798305,2.1962560696207523,1.4976542088224996,2.231164187884996,1.9782455981050602,2.054654630335706,1.3624506960998117,1.0945989829783256,1.5046965093201718,1.0
8.0,20.0,15.0,84.0,76.0,60.0,6.0,75.0,7.0,8.0,25.0,70.0,76.0,66.0,394.21608104558345,262.5086184827319,337.9511876523179,778.7754643304088,747.793081384877,511.0842094752852,406.48830234093475,586.6825091492624,4.196512841608936,2.9652176743801126,2.664544939986651,5.737785570955318,10.23929145050668,5.882240141956531,91.74520081590377,41.236821680657904,78.61969363625666,60.1022678969583,68.4698452867763,60.8037446428537,101.79475119840848,54.8520236798544,1.064888652451736,0.49810105621796263,0.443298423116771,0.568029380704252,0.846808521648792,0.5883277028577785,-0.25458198445595137,2.8144450907718532,0.35777401578288526,36.04170537068334,26.36968419132061,4.728503888844065,-0.5745666950629409,20.26475139864274,-0.6080026355996999,1.9452649112699927,1.6554696875852146,13.840206144190258,17.823149469184223,11.826520532722279,-0.5285036121629514,0.5945298144108441,-0.9141876092319217,3.0390663504146405,2.9017183531129676,-0.35137080653379554,-0.46013580537198756,2.212248514885164,-0.5672652928753051,1.1065349312472845,-0.2455718924746677,1.5990419831407534,0.9072124198680419,1.226427520537936,2.0471332787143015,3.7457750644341177,1.3568285105418902,8.470023610940473,8.004054571127687,3.4285849206085723,1.916446348496954,7.490532190982873,1.6880067674600547,4.292881706856431,2.485478596054911,6.822147385261315,6.635185302891219,6.488104283091747,74.51444733630791,22.05933063300483,57.105961128315776,0.9592096826388155,1.1461168210719457,1.1412926762890203,85.8833106591522,0.8289219118591499,0.8943190807024384,0.23469706196984202,0.09157870399219871,0.009268903000201402,0.014845920820377804,0.01003768776709752,2.085747140598053,1.703250989436271,2.0680401500725387,0.6992312464675641,1.067864846882293,1.4947827014780295,2.175888209645797,1.198749207930947,2.1632192422361762,1.8237785284221275,1.7958188808578746,1.2728134122733508,0.975531238776866,1.3505437405569418,1.0
5.0,24.0,1.0,78.0,75.0,65.0,16.0,67.0,3.0,25.0,12.0,76.0,65.0,64.0,218.61366550341222,296.65622546900795,386.8720213959275,196.5013938035827,806.3269194531113,250.7218402792871,305.8593879531468,598.2906199371846,4.668229603501041,3.5097990979738887,2.094047338956888,5.900878052439177,6.744074551313354,1.949277417223371,53.28900460222116,60.2310677590802,107.51312555819752,20.760450243049288,77.79336513773181,32.79249301730915,64.86345604292809,58.398677501052504,1.2571407243267514,0.6350985855240546,0.37586043785047946,0.5121778700594538,0.6849359167189354,0.2753396355342716,1.7406935314903755,-0.25139276356007123,-0.6057775228472333,10.399046564633124,16.760045037933125,4.0250337158690614,-0.3224171222374759,16.99795262356094,-0.37182392452692836,0.7794615793881539,1.9458140410867673,15.681876081198922,12.587623783908638,3.0888067158484827,1.5492981814693927,0.1769696115575493,-0.8920722703343349,1.2198964480663788,2.0652822912867923,0.4924107439680854,-0.2586834223642234,2.1758952221242387,0.920846668586065,0.3307012708621134,-0.9904505264297758,-0.9766441851464657,1.744755676374102,0.390989368250112,3.16871552260973,2.7409526431190074,1.096012001579933,6.238518292785726,7.168433357938523,4.847323373233298,2.3339043512693336,7.207269189447575,2.4405547710523527,3.1840208736840676,2.4816665430315505,4.8309195081094085,6.711440782563762,4.2611131125780775,38.443284797996384,15.874128758873166,91.48234763349653,0.5071612587906044,1.5272108031777192,1.1045327724358625,37.394798068581146,1.5787444289938628,1.033451638586924,0.2169491527916465,0.11395681894863892,0.008884835745816746,0.014710657371699874,0.010305086241816945,1.5525806949912264,2.094593331821761,1.8556103759494422,1.1923183283962846,1.2500944360529505,1.5556614397643955,2.0926268056033406,1.228801092690473,2.0565493046543994,1.9514118954261832,1.7001205495598741,1.0792413229981435,1.348141167149321,1.620864647030805,1.0
9.0,18.0,18.0,80.0,73.0,61.0,17.0,69.0,16.0,11.0,16.0,65.0,66.0,68.0,497.4804863989177,752.9117859361756,933.9548531354653,354.12931471236743,602.7985023147712,605.2998642000907,688.2526344436678,740.9630913876285,5.658509693844557,5.20171917572615,3.328005642209659,4.285893307028307,3.4378470829162144,3.9730016531520462,102.36230336839864,136.82205988561165,151.90378358648832,52.580955239057886,85.53971889488417,83.34883746722421,143.1714786928068,87.11674565227287,0.958893104312231,0.8917815595932004,0.7183658175959335,0.5468903295533285,0.4549370333275707,0.44761884753825415,0.3069478984953298,0.966851587535932,3.049754646994659,3.498770608902973,3.1804900960512636,4.152641932884382,0.4685803375122606,6.651816437785868,1.602573897363583,0.6988105265747757,0.8785425313104436,3.4845236433508564,3.3615570362088043,5.650035642824596,-0.952098968710294,-0.5329717847384429,1.1060813190769845,-0.4965487564663992,-0.6526895116225614,0.13443450591815007,-0.012105742478009137,-1.0591103869526102,0.05062730546445289,0.7688022546936131,0.9941527768368296,0.3955656280041655,0.5948531338057453,0.5365671262866981,1.8215003362763933,2.6933476933940397,3.3465886803265206,2.8098272976575367,3.0820010051082747,3.7577117376080547,2.528789400216115,2.879177493757402,3.152805145139624,3.4757355866633444,2.9791585050232348,4.216004045934074,4.721024874471115,5.0036313347598185,64.13197089638122,16.810711529271483,26.814269920381797,1.0560765943236412,1.4655030269750402,1.5618884515373654,29.561338410283103,1.5220039955948932,0.16175857038404132,0.5330252967612192,0.16107395280881354,0.010379059960199487,0.009065084824424016,0.007270288022178361,1.830010990279797,1.9379066810054624,1.6006183584943656,1.611943517219789,1.6574782157949792,1.484249276920309,1.9745114514452478,1.441855700992422,1.8036184667995157,1.7335032657982274,1.9723168143533192,1.5726586446132553,1.5966220380010616,1.426939102352787,1.0
2.0,21.0,10.0,69.0,72.0,72.0,10.0,66.0,6.0,16.0,6.0,62.0,78.0,72.0,390.60854354100275,816.500444555636,448.88509274512035,1021.3280032094863,513.5674986028062,2841.404317443838,681.2372221207493,2110.028993546285,4.328515295251001,4.986909009276846,3.8136215030402574,13.618820440370552,9.438484020194048,3.246900553860968,105.45128283180081,102.42488752096072,64.63649498323012,81.33218139139176,57.37735654267733,176.5857613573474,105.98834689154535,146.85962207808257,0.7777142139662848,0.6510760453804645,0.6543081587702795,0.9499362061028792,0.6306589959530502,0.40636523222734955,1.8233986674045575,8.861297382700387,4.892061545827551,19.27024970684542,12.547635352406393,57.02596565610786,5.242934863892279,41.38696261003643,5.664197717408307,8.051751301208698,8.056170306358489,35.774863554300005,40.27270921611896,6.067375971202665,-1.8637189979873285,-1.160609231507264,0.9688442572400018,0.22095241420203748,-1.8410061762473395,2.30614515308764,-1.977178473541686,2.450102463107781,-2.3950597300151313,0.8045948150514896,2.739777357417483,1.1404897857012932,1.267914115865634,0.8458054834841936,0.9053896880382847,3.370291334064461,4.234288997290033,6.478887316768597,2.632987177604326,8.966711196150595,2.3383346946495007,8.546476952468915,1.4903297985340904,4.459228935656472,4.5242896795534735,7.893242863125797,8.010326867795154,4.814234649217208,66.98597221873256,8.00015262869517,10.220518232371843,1.8367775838428504,1.2703755545235977,3.250063710798266,37.393890559359804,3.06107831853782,0.33168082647557645,0.0520699368426581,0.3745168313554973,0.02107747981333304,0.009289165173245639,0.007909498418762376,1.2663040914211476,0.9189457649089284,1.5263106668168986,0.9019936933067815,1.243954303856583,0.33400481281135785,1.2319074644388803,0.8325003539091692,1.335223491646593,1.1503520730935741,1.2890010055627383,0.5670168179697751,0.6266699964744766,1.4198984699833026,1.0
10.0,25.0,10.0,60.0,64.0,59.0,14.0,62.0,18.0,22.0,16.0,63.0,64.0,57.0,109.7684384276049,65.4062059099706,280.3672330328143,1013.7438349233144,112.80874259380425,2828.704932516939,233.31263986817748,2100.624965000494,2.1213709789843374,4.441139267457659,1.3002463630966221,22.19599372725062,7.176236845130736,1.2012615695115896,25.734902546159272,10.661270993043397,46.76072573061643,60.49228632360154,10.739734397785872,165.579426456884,34.88192584076821,126.44036853854061,0.3497386656054334,0.6988497256206889,0.30394392595396424,1.330222116508619,0.664348054408359,0.16643753850165227,-0.34420674302174525,0.7948943254557173,0.6211214750291072,62.79937355623515,12.279693604146653,73.79232210725941,6.58872030438641,74.67748728895985,1.3132547039321985,1.0177592929970185,-0.3832662424005364,66.810890804979,10.510002570584918,3.329039277468361,0.39320788207311663,-0.3297082623397015,0.06055910588040625,0.7284568924330879,-1.1228681952023027,2.9407883704848565,1.6174953402480148,4.302540377427035,0.2065566611466726,0.34803209613822206,0.5846474610055368,2.6163683410357477,0.2376650551650821,-0.3191941647706758,2.474068459725274,2.1773190068210035,3.3649909093218224,8.636847263287866,4.05457115213207,9.581838380051913,4.76825204212979,9.92361398939325,3.428142520478567,4.125784857453179,2.4452261524609797,9.327502125166605,5.628610527704546,2.935852648481505,5.594468247831176,1.3722104733309957,16.54377682921304,0.8010516239488638,0.33788778856624285,2.1205778157959476,9.859271691688432,1.6421817422791953,0.0879476454123169,0.0972034438212994,0.08389800557715997,0.018375164782876572,0.02028396984680656,0.005319171296052492,2.1623399163312373,1.8804979564407092,1.7780380397348772,0.40785605504374334,1.2496949378557152,0.2348997442344538,1.5548355118832975,0.6275242209531307,1.8382555595422545,1.8180071786952718,2.1419897626134823,0.2230509529190353,1.1597676536390065,1.6199366848224066,1.0
12.0,13.0,8.0,63.0,63.0,65.0,14.0,59.0,16.0,4.0,13.0,59.0,59.0,53.0,452.5119686026194,262.9619945375334,577.1763284153899,343.0360868999219,676.7776279469481,280.557066387496,651.4241974816159,628.0964706331338,7.420286477001065,4.036519041169131,2.399964714156896,7.214513814273872,5.147792054447928,4.236671111926171,69.84310791413104,52.43367247216098,105.08872111904041,32.82875199886709,48.24410120776978,27.99274894284669,96.44523386270194,52.98717860985905,1.0978631155377199,0.8321078299815617,0.5703519251749168,0.6359173437421054,0.4035235007585365,0.33532745268678416,10.074879501700464,0.47334915984680803,2.473909461371628,13.917915253017384,31.44973319682363,12.491155848185574,10.411062564025258,17.179940498698695,11.415635864245301,0.398301804649007,-0.6948233691564192,15.493422618046814,24.33006685306507,21.405911573270615,2.7259054435514365,0.09733230518935078,1.2333789134604067,1.2026316944996065,-0.8631446297009998,0.7119023560000184,2.720069204348586,0.07816433665105009,2.9089246610076835,0.9226006796428244,0.2889020574548268,0.1772044608757537,0.9843473253801741,0.7809911418197979,5.007318817926227,2.7569368669209515,3.7478777442492146,6.484896420110174,6.509457572063895,5.408660412325878,4.929023920146897,5.8722659993309225,5.056798454350079,3.1083166229943795,2.255628821117021,5.57205848672919,7.168288664119315,6.776627793880538,12.130453895481557,13.162312710080874,40.95395281250907,0.7483796461770799,0.6885039760072859,0.4453940050205491,18.358049395398957,0.8718159062495154,0.17161437015742478,0.37630575338493705,0.16212865823411315,0.010826391299569273,0.006057591047294156,0.006445020424387987,1.4407574906217795,1.97372619616433,1.8769037205895218,1.1675744207408267,0.6643069886547659,0.9788386188015357,1.3631653863986943,1.0218689756000292,1.3661958216003103,1.9030178120399543,2.1948433919333796,1.0299524062158676,0.7864798347489974,0.8719113502778675,1.0
9.0,11.0,6.0,66.0,73.0,71.0,6.0,76.0,7.0,4.0,15.0,63.0,62.0,83.0,132.82761518142092,119.0001200288948,306.8005065367429,87.88943273452333,143.28106838344183,36.23136550226968,229.40348846222287,143.28057373418778,4.4994483864278445,4.175179799294809,4.874364576774157,2.865751712886711,0.8717278816301108,5.796365522018512,35.13747671696124,21.193642807407457,67.03054881855951,10.291889502386045,11.288841857835418,5.409170222551305,39.9235366767539,11.234012353794773,1.1369949440037845,0.9480218520021808,0.6923738005158825,0.299319313322896,0.16019260696349463,0.4316622492606151,-1.1756803421118405,1.1985894971287472,-0.24774898169379655,3.8722375833434484,29.480757734030917,1.0174886682958295,1.8749270631925121,22.554426202704224,-0.9256271918225423,-0.4107925456342265,11.907173710052593,9.409910063690328,0.33887152000241194,31.156256457257484,0.1977835097855352,-0.9032523607127975,0.3232435052776672,0.014366461531851695,2.410798922203683,0.18022007486198433,-0.6980673089542283,1.443038941703623,0.5355868321018629,0.21987737047872774,-2.9375489620288686,-0.9308087794119508,-0.08665836681524473,2.2074967218907036,1.8778940604737597,2.0036636920128506,2.3822106586626615,4.35121308258477,8.029845505512096,3.6432989094668877,2.163017886537153,7.257772868876294,2.3926569535316977,2.4494663680865685,1.7767724371803244,3.5330613329282685,2.486343802731272,8.027867284896738,18.67531366050436,5.309823288116396,19.695131939644988,0.26766259252207153,0.1815640134556301,0.11241314104249535,15.245760311832461,0.23272363437331775,0.4707225318380374,0.3331534557863138,0.24277981601183435,0.005780983290455607,0.003833850689597153,0.007981693028679052,2.166470936636736,1.858722673036693,2.150917895666086,1.5227229307927894,0.9271599997000515,1.801474944606456,1.7835618108952611,0.9190293384832806,2.079462071715181,2.1399870837014947,1.3100089331997187,1.2774823088547682,1.96117117880891,0.9401281188931965,1.0
